0,0
30,0
65,1
100,2
145,4
180,5
215,6
251,7
299,9
351,10
383,9
426,10
457,9
487,9
541,10
593,12
635,12
692,12
723,12
754,12
795,12
842,12
889,12
930,12
961,12
1004,12
1045,12
1076,12
1122,12
1153,12
1184,12
1230,12
1277,12
1319,12
1435,12
1477,12
1507,12
1537,12
1568,12
1598,12
1628,12
1658,12
1700,12
1746,12
1776,12
1807,12
1945,12
1987,12
2017,12
2060,12
2091,12
2121,12
2151,12
2182,12
2223,12
2253,12
2284,12
2314,12
2344,12
2386,12
2449,12
2503,12
2538,12
2569,12
2599,12
2630,12
2660,12
2690,12
2737,12
2768,12
2811,12
2898,12
2946,12
2976,12
3007,12
3037,12
3067,12
3098,12
3128,12
3159,12
3207,12
3383,12
3440,12
3470,12
3500,12
3530,12
3565,12
3596,12
3626,12
3656,12
3687,12
3722,12
3763,12
3794,12
3824,12
3854,12
3963,12
3993,12
4023,12
4067,12
4154,12
4184,12
4231,12
4433,12
4594,12
4641,12
4671,12
4702,12
4732,12
4762,12
4792,12
4823,12
4853,12
4883,12
4913,12
4944,12
4974,12
5004,12
5034,12
5064,12
5100,12
5148,12
5190,12
5231,12
5261,12
5309,12
5351,12
5399,12
5429,12
5478,12
5508,12
5538,12
5580,12
5610,12
5645,12
5689,12
5730,12
5783,12
5814,12
5844,12
5875,12
5918,12
5949,12
5979,12
6009,12
6040,12
6081,12
6112,12
6160,12
6206,12
6248,12
6278,12
6309,12
6339,12
6370,12
6400,12
6430,12
6461,12
6508,12
6539,12
6582,12
6612,12
6643,12
6684,12
6714,12
6745,12
6775,12
6805,12
6852,12
6882,12
6925,12
6955,12
6985,12
7027,12
7057,12
7105,12
7135,12
7165,12
7277,12
7318,12
7349,12
7432,11
7473,11
7503,11
7533,11
7563,11
7593,11
7623,11
7653,11
7683,11
7713,11
7743,11
7773,11
7811,10
7841,10
7880,9
7923,8
7953,8
7983,8
8024,6
8054,6
8084,6
8114,6
8144,6
8174,6
8204,6
8234,6
8264,6
8294,6
8324,6
8354,6
8384,6
8415,6
8445,6
