39
36
70
44
53
45
47
71
70
54
77
88
127
378
224
639
221
284
223
501
1144
1870
1391
1048
1034
1072
1515
2148
1743
2211
983
1232
2162
1669
2366
2078
4400
2416
3225
1284
3908
4836
6460
5068
5187
16241
15744
14889
15630
14211
37
36
70
44
55
45
48
152
71
52
81
86
125
167
248
628
439
740
216
526
415
1794
438
987
1032
980
1495
2074
2797
2123
1995
2232
2171
2646
2306
1302
3055
2460
3224
3152
7877
4855
6450
5393
5335
12423
17115
16757
16156
15283
