0,0,0.0
33,2,0.0
66,4,0.0
99,6,0.0
132,8,0.01
165,10,0.01
198,12,0.04
231,14,0.08
264,15,0.1
297,16,0.15
330,17,0.18
363,18,0.23
396,19,0.26
429,20,0.38
462,20,0.4
495,20,0.5900000000000001
528,20,0.7400000000000001
561,20,1.2400000000000002
594,20,1.7200000000000002
627,20,2.2700000000000005
660,20,2.46
694,20,2.71
727,20,2.77
760,20,3.0700000000000003
793,20,3.2199999999999998
826,20,3.37
859,20,3.56
892,20,3.8200000000000003
925,20,3.92
958,20,4.19
991,20,4.3100000000000005
1024,20,4.5600000000000005
1057,20,4.800000000000001
1090,20,4.93
1123,20,5.15
1156,20,5.41
1189,20,5.49
1222,20,5.68
1255,20,5.83
1288,20,5.97
1321,20,6.15
1354,20,6.24
1387,20,6.450000000000001
1420,20,6.629999999999999
1453,20,6.709999999999999
1486,20,6.89
1519,20,7.119999999999999
1552,20,7.19
1585,20,7.29
1618,20,7.489999999999999
1651,20,7.65
1684,20,7.82
1717,20,7.94
1750,20,8.11
1783,20,8.290000000000001
1817,20,8.46
1850,20,8.59
1883,20,8.84
1916,20,8.95
1949,20,9.09
1982,20,9.32
2015,20,9.469999999999999
2048,20,9.61
2081,20,9.86
2114,20,9.91
2147,20,10.059999999999999
2180,20,10.22
2226,20,10.440000000000001
2259,21,10.56
2292,21,10.649999999999999
2325,21,10.91
2358,21,11.1
2391,21,11.379999999999999
2424,21,11.599999999999998
2457,21,11.91
2490,21,12.129999999999999
2532,21,12.44
2565,22,12.96
2598,22,13.280000000000001
2631,22,13.739999999999998
2664,22,14.129999999999999
2697,22,14.43
2730,22,14.55
2763,22,14.86
2796,22,15.059999999999999
2829,22,15.3
2862,22,15.46
2895,22,15.73
2928,22,15.94
2961,22,16.21
2994,22,16.4
3027,22,16.64
3060,22,16.86
3093,22,17.23
3126,22,17.36
3159,22,17.77
3192,22,17.900000000000002
3225,22,18.28
3258,22,18.439999999999998
3299,22,18.84
3332,23,18.96
3497,23,20.0
3530,24,20.11
3563,24,21.38
3596,24,21.5
3629,24,21.72
3662,24,21.87
3695,24,22.119999999999997
3728,24,22.45
3761,24,22.86
3794,24,23.15
3827,24,23.6
3860,24,23.910000000000004
3901,23,24.46
3942,23,24.810000000000002
3975,24,25.119999999999997
4008,24,25.509999999999998
4049,23,26.97
4090,23,27.389999999999997
4123,24,27.61
4165,23,28.03
4198,24,28.82
4231,24,29.490000000000002
4264,24,29.91
4297,24,30.23
4343,23,30.62
4376,24,30.86
4409,24,31.069999999999997
4442,24,31.28
4475,24,31.560000000000002
4508,24,31.810000000000002
4541,24,32.11
4574,24,32.42
4615,23,32.72
4661,23,33.03
4694,24,33.21
4727,24,33.32000000000001
4760,24,33.91
4793,24,34.46
4826,24,34.93000000000001
4860,24,35.11
4893,24,35.47
4926,24,35.739999999999995
4959,24,36.129999999999995
4992,24,36.45
5025,24,36.76
5058,24,38.129999999999995
5091,24,38.46
5124,24,38.769999999999996
5157,24,39.040000000000006
5190,24,39.34
5223,24,39.93
5256,24,40.510000000000005
5289,24,40.89
5338,23,41.099999999999994
5371,24,41.33
5404,24,41.68
5437,24,42.42
5470,24,43.05
5503,24,43.29
5549,23,43.61
5582,24,44.1
5615,24,44.769999999999996
5649,24,45.53
5682,24,45.769999999999996
5715,24,46.07
5748,24,46.36
5781,24,46.67
5822,23,47.019999999999996
5855,24,47.18
5888,24,47.379999999999995
5929,23,47.79
5962,24,47.92999999999999
5995,24,49.099999999999994
6028,24,49.23
6061,24,49.4
6094,24,49.52
6127,24,49.72
6160,24,49.94
6193,24,50.06999999999999
6226,24,50.26
6259,24,50.53
6300,23,50.8
6333,24,50.879999999999995
6366,24,51.11
6399,24,51.300000000000004
6432,24,51.55
6473,21,51.74
6507,23,51.980000000000004
6540,23,52.29
6573,23,52.8
6606,23,53.28
6639,23,53.739999999999995
6680,22,54.0
6713,23,54.18
6746,23,54.34
6779,23,54.53
6812,23,54.699999999999996
6845,23,54.980000000000004
6878,23,55.17
6911,23,55.42
6944,23,55.53
6977,23,55.75
7010,23,55.94
7043,23,56.17
7076,23,56.44
7109,23,56.66
7142,23,56.9
7175,23,57.129999999999995
7208,23,57.35
7241,23,57.620000000000005
7274,23,57.71
7307,23,57.86
7340,23,58.120000000000005
7374,23,58.32
7407,23,58.480000000000004
7440,23,58.650000000000006
7473,23,58.84
7506,23,59.040000000000006
7547,22,59.230000000000004
7580,23,59.43000000000001
7613,23,59.61
7646,23,59.78
7679,23,59.949999999999996
7712,23,60.13999999999999
7753,22,60.31999999999999
7786,23,60.46
7819,23,60.75
7852,23,61.239999999999995
7885,23,61.739999999999995
7926,22,62.19
7959,23,62.31
7992,23,62.57
8025,23,63.12
8058,23,63.61
8091,23,64.07
8132,22,64.54
8165,23,65.06
8198,23,65.57
8232,23,65.83
8265,23,65.97999999999999
8298,23,66.21000000000001
8331,23,66.44000000000001
8364,23,66.61000000000001
8397,23,66.8
8430,23,67.03
8463,23,67.18
8496,23,67.42
8542,22,67.72
8575,23,67.85
8608,23,68.25
8641,23,68.87
8674,23,69.5
8707,23,69.65
8740,23,69.92
