0,0
30,0
60,1
90,2
120,3
150,4
180,4
263,5
326,7
364,10
407,11
445,12
483,12
513,12
543,12
573,12
603,12
633,12
663,12
701,11
731,12
762,12
792,12
822,12
852,12
882,12
912,12
942,12
972,12
1010,12
1058,11
1096,11
1126,12
1156,12
1186,12
1216,12
1246,12
1284,11
1347,12
1377,12
1407,12
1437,12
1467,12
1497,12
1527,12
1558,12
1604,10
1702,12
1732,12
1762,12
1792,12
1822,12
1852,12
1882,12
1912,12
1942,12
1972,12
2002,12
2032,12
2062,12
2092,12
2122,12
2152,12
2195,11
2293,12
2323,12
2353,12
2383,12
2413,12
2443,12
2474,12
2504,12
2534,12
2577,11
2675,12
2705,12
2735,12
2765,12
2795,12
2825,12
2855,12
2885,12
2931,10
3027,12
3170,11
3200,12
3230,12
3260,12
3290,12
3320,12
3359,12
3389,12
3419,12
3449,12
3479,12
3509,12
3539,12
3569,12
3599,12
3642,12
3672,12
3785,11
3815,12
3845,12
3888,11
3991,12
4021,12
4129,11
4233,12
4263,12
4293,12
4366,11
4396,11
4464,12
4494,12
4607,11
4705,12
4743,12
4773,12
4803,12
4833,12
4886,11
4916,12
4946,12
4976,12
5007,12
5037,12
5067,12
5097,12
5127,12
5157,12
5187,12
5217,12
5247,12
5285,12
5315,12
5345,12
5375,12
5405,12
5435,12
5465,12
5495,12
5525,12
5555,12
5585,12
5615,12
5645,12
5675,12
5718,11
5748,11
5811,12
5841,12
5871,12
5955,11
6053,12
6083,12
6113,12
6143,12
6173,12
6299,10
6329,11
6359,11
6389,11
6419,11
6449,11
6479,11
6509,11
6547,10
6577,10
6607,10
6637,10
6667,10
6697,10
6727,10
6757,10
6787,10
6817,10
6848,10
6878,10
6908,10
6938,10
6981,9
7011,9
7041,9
7071,9
7101,9
7131,9
7161,9
7191,9
7221,9
7251,9
7281,9
7311,9
7341,9
7371,9
7401,9
7431,9
7461,9
7509,8
7539,8
7569,8
7599,8
7629,8
7659,8
7689,8
7719,8
7749,8
7779,8
7810,8
7840,8
7870,8
7900,8
7930,8
7960,8
7990,8
