0,0,0.0
35,1,0.0
70,2,0.0
111,3,1.0
147,3,1.0
182,4,1.52
222,5,2.05
261,6,2.25
299,7,2.5100000000000002
341,8,3.09
384,10,4.66
420,10,5.1
455,10,5.59
491,11,5.87
530,11,7.12
565,11,7.569999999999999
612,13,9.09
659,14,9.41
695,14,11.030000000000001
735,15,11.53
770,14,12.86
834,15,13.31
875,17,13.61
929,19,13.94
974,21,14.59
1014,22,15.69
1068,23,16.96
1112,24,17.88
1171,24,19.47
1212,24,20.66
1254,24,21.340000000000003
1289,24,21.96
1338,24,23.200000000000003
1395,23,24.9
1439,24,26.08
1495,24,27.35
1531,24,27.84
1576,24,28.86
1610,24,29.700000000000003
1646,24,30.57
1682,24,31.230000000000004
1713,24,32.05
1747,24,33.04
1797,24,34.16
1842,24,34.56
1876,24,35.32
1907,24,36.349999999999994
1968,24,37.43
2007,24,38.989999999999995
2045,24,39.99
2092,24,40.760000000000005
2128,24,41.959999999999994
2169,24,42.28999999999999
2219,24,42.68
2250,24,42.8
2280,24,42.980000000000004
2312,24,43.5
2343,24,43.92999999999999
2405,23,45.03
2450,24,45.33
2480,24,45.59
2525,24,46.1
2561,24,46.36
2592,24,46.51
2665,24,47.13
2696,24,47.36
2730,24,47.86
2761,24,48.120000000000005
2795,24,48.550000000000004
2825,24,48.81
2861,24,49.260000000000005
2891,24,49.47
2922,24,50.339999999999996
2962,24,51.25
3017,24,52.660000000000004
3057,24,53.93000000000001
3088,24,54.790000000000006
3123,24,55.42
3159,24,55.55
3212,24,55.949999999999996
3261,24,56.22
3294,24,56.47
3330,24,56.92999999999999
3364,24,57.33
3409,24,57.83
3439,24,58.129999999999995
3478,24,58.42999999999999
3508,24,58.589999999999996
3539,24,58.78
3574,24,59.02
3619,24,59.31
3652,24,59.55
3683,24,59.760000000000005
3714,24,60.05
3744,24,60.31
3775,24,60.51
3806,24,60.870000000000005
3836,24,61.09
3886,24,61.47
3917,24,61.82
3952,24,62.089999999999996
3982,24,62.32
4018,24,62.53
4049,24,62.68000000000001
4083,24,62.95
4113,24,63.14
4144,24,63.36
4174,24,63.59
4205,24,63.75
4235,24,63.86
4271,24,64.17
4301,24,64.45000000000002
4332,24,64.66
4362,24,64.81
4395,24,65.1
4431,24,65.26
4461,24,65.47
4496,24,66.76
4527,24,66.94
4557,24,67.12
4601,24,67.44999999999999
4637,24,67.66
4667,24,67.81
4714,24,68.71
4749,24,69.44999999999999
4780,24,69.6
4813,24,69.96000000000001
4844,24,70.18
4879,24,70.56
4909,24,70.67
4940,24,71.03999999999999
4970,24,71.39
5020,24,71.83
5050,24,71.94
5100,24,72.38
5130,24,72.55000000000001
5161,24,72.72
5191,24,72.86000000000001
5222,24,73.13
5257,24,73.38000000000001
5288,24,73.59
5318,24,73.86000000000001
5349,24,74.06
5387,24,74.49000000000001
5425,24,74.9
5456,24,75.09
5486,24,75.34
5527,24,75.63
5558,24,75.88
5588,24,76.15
5623,24,76.43
5658,24,76.66999999999999
5689,24,76.82
5719,24,77.16
5749,24,77.32
5780,24,77.55
5810,24,77.93
5840,24,78.15
5886,24,78.62
5921,24,79.92
5979,24,80.82000000000001
6034,24,81.7
6069,24,81.91
6100,24,82.69
6136,24,83.44999999999999
6172,24,83.83000000000001
6220,24,84.25
6259,22,84.69
6290,22,84.94
6340,22,85.52
6385,22,86.02
6424,21,86.36
6454,21,86.53000000000002
6564,21,87.19
6611,20,87.46
6641,20,87.54
6672,20,87.66
6702,20,87.83000000000001
6733,20,87.93
6763,20,88.09000000000002
6802,19,88.28000000000002
6832,19,88.41
6863,19,88.57
6912,19,88.82000000000001
6943,19,88.97000000000001
6973,19,89.12
7003,19,89.22
7033,19,89.39
7063,19,89.46
7093,19,89.52999999999999
7123,19,89.69
7154,19,89.83999999999999
7184,19,89.99000000000001
7214,19,90.12
7244,18,90.19
7282,17,90.34
7312,17,90.45
7343,17,90.52
7373,17,90.64
7403,17,90.75
7433,17,90.88000000000001
7463,17,90.90000000000002
7493,17,90.95
7524,17,91.10999999999999
7554,17,91.24999999999999
7584,17,91.33999999999999
7627,16,91.50999999999999
7657,15,91.59
7688,15,91.65
7731,14,91.74000000000002
7761,14,91.76000000000002
7799,13,91.83000000000001
7830,13,91.88
7860,13,91.91999999999999
7890,13,91.93999999999998
7920,13,91.97999999999999
7951,13,92.04
7981,13,92.06000000000002
8011,13,92.15
8041,13,92.21000000000001
8071,13,92.30999999999999
8102,13,92.30999999999999
8132,13,92.33
8162,13,92.44000000000001
8192,13,92.46000000000001
8222,13,92.48
8252,13,92.63
8283,13,92.65
8313,13,92.67999999999999
8343,13,92.71
8373,13,92.79
8403,13,92.82000000000001
8433,13,92.89
