job1,3,156,39,149,301,0,0,0,0,0,0,0,0,0,44.3,0,7.9,0.73
job2,2,130,35,133,133,0,0,0,0,0,0,0,0,0,53.7,0,10.4,0.78
job3,2,201,68,188,188,0,0,0,0,0,0,0,0,0,66.6,0,13.5,0.65
job4,3,179,43,179,179,0,0,0,0,0,0,0,0,0,51.3,0,9.3,0.67
job5,2,92,56,91,91,0,0,0,0,0,0,0,0,0,22.1,0,9.9,0.46
job6,4,194,48,180,151,13,19,1,1,1,11,4,1,0,42.1,11,8.0,0.76
job7,3,184,47,183,183,0,0,0,0,0,0,0,0,0,53.8,0,10.6,0.81
job8,4,131,73,193,134,23,38,24,1,3,12,19,4,0,21.8,21,9.7,0.48
job9,2,113,70,110,110,0,0,0,0,0,0,0,0,0,34.1,0,18.0,0.32
job10,4,232,54,232,200,15,19,23,1,1,10,5,1,0,51.7,13,9.5,0.84
job11,4,322,80,289,248,21,22,7,1,0,14,5,1,0,75.2,19,16.5,0.79
job12,9,406,86,339,176,53,112,21,1,1,104,5,1,0,42.4,12,7.9,0.85
job13,6,449,121,358,261,57,43,7,1,4,10,23,4,0,64.1,26,13.4,0.71
job14,4,392,170,398,398,0,0,0,0,0,0,0,0,0,68.8,0,22.2,0.58
job15,8,221,114,205,116,57,34,10,1,2,9,17,3,0,21.6,18,9.9,0.58
job16,7,852,205,625,400,115,112,24,1,1,104,5,1,0,118.9,30,27.3,0.78
job17,26,1112,215,376,171,185,22,17,1,1,14,5,1,0,41.9,12,7.7,0.82
job18,10,805,298,605,351,190,66,38,1,6,6,45,7,0,69.6,57,21.7,0.62
job19,22,1216,221,416,212,184,22,27,1,1,13,5,1,0,54.1,13,9.3,0.85
job20,22,532,229,558,405,74,82,10,2,1,12,22,3,33,22.0,19,8.9,0.44
job21,24,1814,405,632,268,344,21,26,1,1,14,4,1,0,74.7,19,16.3,0.78
job22,18,2032,533,931,446,416,71,5,1,9,6,48,7,0,106.4,58,25.1,0.75
job23,34,2263,435,641,230,391,22,11,1,1,14,5,1,0,65.8,16,12.3,0.82
job24,10,976,568,2613,1103,373,1148,546,6,38,30,103,17,182,72.9,133,39.4,0.39
job25,45,1024,471,592,147,411,36,16,1,3,10,19,3,0,21.7,19,9.7,0.57
job26,55,3693,696,988,333,636,21,40,1,1,12,5,1,0,66.7,16,12.4,0.82
job27,44,1495,758,1252,385,667,209,71,5,1,12,21,4,44,32.9,27,16.4,0.47
job28,23,2259,786,1236,479,670,90,27,1,9,6,64,10,0,90.4,86,28.7,0.65
job29,20,3226,829,1383,619,666,100,2,1,11,6,70,11,0,150.9,93,35.0,0.75
job30,32,2354,816,1649,519,730,410,133,5,16,5,50,8,0,69.5,55,22.8,0.68
job31,35,4192,961,1313,402,893,20,20,1,1,12,5,1,0,119.1,31,27.0,0.78
job32,29,3491,1189,1636,550,976,113,24,1,11,8,79,13,0,112.0,114,35.5,0.64
job33,25,2005,1166,2929,2062,260,615,179,4,27,6,102,16,171,72.0,125,39.9,0.42
job34,25,4041,1122,1937,713,991,244,201,5,2,12,27,4,0,159.0,54,43.3,0.74
job35,106,2341,1010,2100,1128,641,348,39,9,2,9,21,4,33,21.7,19,9.2,0.56
job36,39,5915,1292,1706,488,1198,23,16,1,1,14,5,1,0,151.1,36,32.7,0.78
job37,32,5105,1320,1962,600,1293,71,34,1,7,7,48,8,0,155.5,74,38.7,0.72
job38,42,2497,1418,2569,1508,796,281,220,7,2,9,22,4,72,58.3,43,32.9,0.47
job39,32,3250,1357,2003,533,1247,229,153,3,6,9,50,8,0,98.1,74,39.7,0.6
job40,78,5811,1282,1509,265,1224,23,23,1,1,15,5,1,0,74.2,19,16.2,0.79
job41,34,8878,2682,3483,975,2469,42,8,1,4,9,24,3,0,259.2,96,77.4,0.72
job42,38,4851,2884,5195,4589,340,270,26,2,10,7,100,16,233,122.0,162,71.5,0.35
job43,39,6437,2689,6680,6075,343,266,128,2,8,21,88,14,247,159.6,147,65.2,0.6
job44,26,5512,2904,5526,5526,0,0,0,0,0,0,0,0,0,204.9,0,106.8,0.41
job45,48,5112,3000,5350,3220,1781,367,594,9,2,10,21,4,123,105.4,75,61.8,0.39
job46,39,17589,10815,16804,12283,4157,371,457,3,10,6,90,14,552,443.9,374,272.6,0.42
job47,65,29284,17035,21158,5375,14917,880,1252,7,17,6,87,13,550,447.2,340,259.7,0.46
job48,67,36633,11044,11396,1726,9406,270,47,3,18,7,55,8,0,544.5,189,163.5,0.73
job49,72,16633,10410,12842,3831,8887,126,7,1,13,6,88,17,0,227.8,237,141.9,0.37
job50,65,17060,10289,11844,4439,7343,64,153,1,6,5,44,7,0,260.5,195,157.0,0.4
