0,0
35,1
73,2
113,4
148,5
191,6
226,6
275,8
310,8
345,9
389,9
419,9
450,9
480,9
537,11
586,12
633,12
668,12
699,12
730,12
760,12
801,12
855,12
897,12
927,12
962,12
993,12
1036,12
1077,12
1118,12
1165,12
1195,12
1225,12
1261,12
1307,12
1337,12
1367,12
1398,12
1428,12
1458,12
1488,12
1518,12
1548,12
1579,12
1622,12
1663,12
1693,12
1724,12
1754,12
1795,12
1839,12
1869,12
1899,12
1942,12
1972,12
2013,12
2055,12
2085,12
2115,12
2145,12
2176,12
2206,12
2249,12
2292,12
2323,12
2353,12
2402,12
2588,12
2629,12
2660,12
2690,12
2731,12
2762,12
2792,12
2822,12
2852,12
2883,12
2913,12
2959,12
2990,12
3025,12
3055,12
3085,12
3115,12
3145,12
3175,12
3206,12
3236,12
3279,12
3327,12
3357,12
3387,12
3518,12
3762,12
3823,12
3853,12
3883,12
3914,12
3944,12
3990,12
4021,12
4051,12
4081,12
4112,12
4142,12
4172,12
4203,12
4233,12
4263,12
4305,12
4335,12
4381,12
4411,12
4442,12
4472,12
4502,12
4532,12
4581,12
4611,12
4641,12
4672,12
4713,12
4743,12
4786,12
4836,12
4866,12
4896,12
4926,12
4956,12
4992,12
5022,12
5052,12
5100,12
5130,12
5262,12
5292,12
5333,12
5387,12
5417,12
5447,12
5500,12
5544,11
5592,12
5622,12
5653,12
5683,12
5713,12
5762,12
5792,12
5822,12
5864,12
5905,12
5936,12
5966,12
5996,12
6027,12
6057,12
6098,12
6129,12
6230,12
6273,12
6303,12
6333,12
6364,12
6394,12
6424,12
6454,12
6484,12
6525,12
6555,12
6648,12
6678,12
6708,12
6738,12
6769,12
6804,12
6842,11
6872,11
6913,11
6954,11
6984,11
7063,10
7093,10
7123,10
7153,10
7183,10
7213,10
7243,10
7273,10
7303,10
7333,10
7363,10
7401,9
7444,8
7487,7
7517,7
7547,7
7577,7
7607,7
7637,7
7668,7
7698,7
7728,7
7766,6
7796,6
7826,6
7856,6
7886,6
7916,6
7947,6
7977,6
8007,6
8037,6
8067,6
8097,6
8128,6
8158,6
8188,6
8218,6
8248,6
8278,6
8309,6
8339,6
8369,6
8399,6
8429,6
8459,6
8489,6
8519,6
8550,6
8580,6
8626,6
8656,6
8686,6
8716,6
8746,6
8776,6
8806,6
8836,6
8867,6
8897,6
8927,6
8957,6
8987,6
9017,6
9047,6
9077,6
9107,6
9138,6
9168,6
9198,6
9228,6
9258,6
9288,6
9318,6
9348,6
9378,6
9408,6
9438,6
9468,6
9498,6
9528,6
9558,6
9588,6
9618,6
9648,6
9678,6
9708,6
9738,6
9768,6
9798,6
9829,6
9859,6
9889,6
9919,6
9949,6
9979,6
10009,6
10039,6
10069,6
10099,6
10129,6
10159,6
10189,6
10219,6
10249,6
10279,6
10309,6
10339,6
10369,6
10399,6
10429,6
10459,6
10489,6
10519,6
10549,6
10579,6
10609,6
10639,6
10669,6
10699,6
10729,6
10759,6
10789,6
10819,6
10849,6
10879,6
10909,6
10939,6
10969,6
10999,6
11029,6
11059,6
11089,5
11119,5
11149,5
11179,5
11209,5
11239,5
11269,5
11299,5
11329,5
11359,5
11389,5
11419,5
11449,5
11479,5
11509,5
11539,5
11569,5
11600,5
11630,5
11660,5
11690,5
11720,5
11750,5
11780,5
11810,5
11840,5
11870,5
11900,5
11930,5
11960,5
11990,5
12020,5
12050,5
12080,5
12110,5
12140,5
12170,5
12200,5
12230,5
12260,5
12290,5
12320,5
