0,0
30,0
65,1
108,3
143,4
178,5
226,7
261,7
310,8
345,9
376,9
419,9
450,9
481,9
529,10
581,12
611,12
646,12
677,12
707,12
738,12
768,12
812,12
858,12
889,12
919,12
949,12
980,12
1028,12
1079,12
1115,12
1145,12
1176,12
1206,12
1236,12
1272,12
1302,12
1348,12
1378,12
1408,12
1439,12
1469,12
1510,12
1540,12
1571,12
1601,12
1631,12
1661,12
1703,12
1733,12
1763,12
1793,12
1836,12
1867,12
1915,12
1945,12
1975,12
2005,12
2036,12
2077,12
2107,12
2138,12
2287,12
2415,12
2467,12
2520,12
2550,12
2581,12
2611,12
2652,12
2683,12
2713,12
2743,12
2774,12
2804,12
2834,12
2875,12
2918,12
2949,12
2979,12
3009,12
3052,12
3083,12
3113,12
3143,12
3179,12
3209,12
3250,12
3280,12
3311,12
3364,12
3407,12
3437,12
3468,12
3498,12
3528,12
3558,12
3601,12
3632,12
3662,12
3692,12
3722,12
3752,12
3782,12
3813,12
3854,12
3884,12
3914,12
3957,12
3988,12
4018,12
4048,12
4089,12
4120,12
4168,12
4198,12
4228,12
4258,12
4288,12
4330,12
4371,12
4439,12
4469,12
4499,12
4542,12
4573,12
4603,12
4633,12
4663,12
4698,12
4729,12
4759,12
4789,12
4819,12
4860,12
4891,12
4932,12
5100,12
5151,12
5182,12
5212,12
5242,12
5273,12
5308,12
5354,12
5384,12
5415,12
5445,12
5475,12
5505,12
5535,12
5565,12
5596,12
5626,12
5656,12
5699,12
5729,12
5777,12
5807,12
5838,12
5868,12
5898,12
5928,12
5958,12
5988,12
6030,12
6060,12
6090,12
6120,12
6155,12
6185,12
6215,12
6245,12
6276,12
6306,12
6336,12
6366,12
6409,12
6439,12
6470,12
6500,12
6530,12
6560,12
6608,12
6638,12
6679,12
6720,12
6834,11
6875,11
6905,11
6935,11
6973,10
7003,10
7033,10
7063,10
7093,10
7123,10
7161,9
7191,9
7222,9
7252,9
7282,9
7323,7
7366,6
7396,6
7426,6
7456,6
7486,6
7516,6
7547,6
7577,6
7607,6
7637,6
7667,6
7697,6
